#,Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,AST/TO,FTR,3PATR,SQ,HT,POS,CLASS,CONFERENCE,SEASON,YEAR,POS-GROUP,PORTAL,TIER-LEVEL,COUNT
3193,Kavon Bradford,NAU,0.509,0.46,139.5,1.8,12.2,6.8,18.4,18.9,2.2,1.4,21.7,-1,1.3,97.3,113.5,-16.2,78,11.4,26,16.6,5.5,1.9,4.3,0.442,0.2,0.5,0.286,1.5,2.3,0.667,0.2,1.5,1.7,1.7,0.6,0.2,1.3,1.9,1.31,53.5,11.6,41.2,6-1,G,So,BSKY,25-26,26,GUARD,0,Low-Major,FALSE
3194,Jared Frey,UML,0.561,0.487,169.5,1.5,9.7,5.7,15,15.5,0.9,0.9,15.5,1,1.3,115.3,113,2.2,68,11.4,24,13.6,4.1,1.2,3.2,0.382,0.7,2.1,0.314,1,1,1,0.2,1.1,1.3,1.2,0.2,0.1,0.7,0.7,1.71,31.3,65.6,61.0,6-6,SG,Jr,AEC,25-26,26,GUARD,0,Low-Major,FALSE
3195,"Mike Gray, Jr.",WICHI,0.502,0.458,151.9,1.7,13.1,7.4,14.7,13.4,1,0.6,18.4,0.6,1.1,110.1,104.7,5.4,150.1,11.4,28,26.6,8.6,2.7,7.6,0.355,1.6,4.7,0.333,1.6,1.9,0.83,0.4,2.9,3.3,2.2,0.5,0.1,1.3,1.7,1.69,25.0,61.8,69.5,6-1,G,Sr,AAC,25-26,26,GUARD,0,High-Major,FALSE
3196,Tom House,FRMN,0.495,0.45,145.8,2.1,11.8,7.3,11.9,9.3,1.1,0.7,18.3,1.3,1.1,109.8,105.4,4.5,147.6,11.4,27,25,7.8,2.4,7,0.349,1.5,5.1,0.299,1.4,1.7,0.809,0.4,2.5,2.9,1.7,0.5,0.1,0.9,0.8,1.89,24.3,72.9,71.7,6-7,F,Sr,SoCon,25-26,26,FORWARD,0,Low-Major,FALSE
3197,John Kelly,NJIT,0.53,0.48,146.8,6.7,12.5,9.7,4.9,12.7,1.8,1,16.2,-2.4,1.3,107.4,108.1,-0.7,84.8,11.4,29,15.5,4.5,1.4,3.4,0.414,0.4,1.2,0.361,1.2,1.8,0.692,0.9,1.7,2.5,0.4,0.5,0.1,0.6,1.7,0.67,52.9,35.3,51.1,6-8,F,So,AEC,25-26,26,FORWARD,0,Low-Major,FALSE
3198,Mario Tatum,VMI,0.496,0.467,134,3.4,5.8,4.6,10.9,6.8,1.5,0.3,18.6,1,1.2,107.3,122,-14.7,122.5,11.4,28,26.1,8.7,3.1,7.6,0.406,0.9,3.1,0.295,1.6,2.6,0.639,0.8,1.2,2,1.4,0.7,0.1,0.6,1.7,2.33,34.2,40.8,56.2,6-3,G,Fr,SoCon,25-26,26,GUARD,0,Low-Major,FALSE
3199,Kyle Edison,SELU,0.49,0.438,124.9,6.6,13.6,10,19.9,20.3,3.2,0.5,22.3,-2.7,1.2,95.8,105.5,-9.7,44.6,11.4,25,9.9,3.2,1,2.6,0.369,0.4,1.6,0.231,1,1.5,0.649,0.5,1,1.5,0.9,0.5,0,0.8,1.6,1.13,57.7,61.5,52.4,6-3,G,Jr,SLC,25-26,26,GUARD,0,Low-Major,FALSE
3200,Chris Flippin,UMES,0.476,0.459,101.5,14.9,10.7,12.7,11.7,20,1.3,2.6,25.4,-6.5,1.1,91.3,108.7,-17.4,60.8,11.4,26,13,4.7,2,4.3,0.459,0,0,0,0.8,1.4,0.556,1.4,1.1,2.5,0.7,0.3,0.3,1.2,1.7,0.58,32.6,0.0,25.5,6-8,F,Sr,MEAC,25-26,26,FORWARD,0,Low-Major,FALSE
3201,Amarion Dickerson,USC,0.606,0.591,155.6,9.5,10.1,9.8,8,20.8,1.9,4.4,10.7,-1.1,1.7,120.4,103.5,16.8,41,11.3,8,21.5,4.6,1.4,2.8,0.5,0.5,1.1,0.444,1.4,2.3,0.611,1.5,1.9,3.4,1.1,0.8,0.9,1,2.5,1.10,82.1,39.3,58.0,6-7,SF,Sr,B10,25-26,26,WING,0,Power 5,FALSE
3202,Sterling Young,INDST,0.518,0.487,160.3,2.1,6.1,4.1,15.5,14.1,1.6,0.1,24.8,-1.5,1.1,98.3,110.3,-12,122.5,11.3,29,23.9,10.2,3.7,9.2,0.398,1.6,4.8,0.341,1.3,1.5,0.864,0.4,1.2,1.6,1.9,0.7,0,1.6,1.7,1.19,16.3,52.2,68.8,6-1,G,Sr,MVC,25-26,26,GUARD,0,High-Major,FALSE
3203,Ben Roy,BSTN,0.63,0.639,152.9,0,7.9,3.9,17,16.4,1.9,0.4,12.5,2.8,1.4,121.5,117.9,3.6,61.4,11.3,12,26.7,6.4,2.4,4.5,0.537,0.9,2,0.458,0.7,1.3,0.533,0,1.5,1.5,2.5,0.8,0.1,1,2,2.50,28.9,44.4,58.4,6-0,G,Sr,Patriot,25-26,26,GUARD,0,Low-Major,FALSE
3204,Tucker Anderson,USU,0.553,0.528,156.4,7,7,7,8,3.3,0.5,2.1,12.7,2.8,1.2,135.4,108.6,26.9,48.5,11.3,21,11.5,3.1,1,2.6,0.389,0.7,1.9,0.375,0.4,0.5,0.8,0.6,0.6,1.2,0.6,0.1,0.2,0.1,1,6.00,19.2,73.1,59.1,6-9,F,Jr,MWC,25-26,26,FORWARD,0,High-Major,FALSE
3205,Rob Lawson,MORST,0.489,0.427,150.9,1.6,11.5,6.5,25.4,17,1.2,0.5,23.8,0.2,1.1,99.8,111.7,-11.9,170,11.3,25,32.1,12.8,4.2,11.4,0.364,1.3,4.2,0.302,3.2,4,0.818,0.4,2.9,3.3,4.2,0.7,0.2,2.7,2.4,1.56,35.1,36.8,62.9,5-11,G,Sr,MEAC,25-26,26,GUARD,0,Low-Major,FALSE
3206,Tajavis Miller,UNM,0.504,0.483,143.6,1.5,12.6,7.1,9.1,11.1,3,1.3,18.1,-0.5,1.1,101.6,97,4.6,78.1,11.3,23,17.2,5.6,2,5.2,0.378,1.1,3.4,0.321,0.6,0.8,0.737,0.2,1.8,2,0.9,0.9,0.2,0.7,1.8,1.29,15.4,65.4,61.4,6-4,G,Sr,MWC,25-26,26,GUARD,0,High-Major,FALSE
3207,Chuck Bailey III,UNR,0.468,0.433,150.4,4.2,13.1,8.5,12.8,6.6,1.4,0.8,19.6,1.8,1,106.8,108.9,-2,96.6,11.3,25,20.7,6.8,2.4,6.6,0.364,0.9,2.4,0.383,1.1,1.5,0.757,0.7,2,2.7,1.3,0.5,0.1,0.5,2.2,2.60,22.7,36.4,53.3,6-5,G,Jr,MWC,25-26,26,GUARD,0,High-Major,FALSE
3208,David Jevtic,FDU,0.509,0.477,136.9,5.5,16.3,10.7,11.1,17.1,1.3,0.7,20.2,-3.2,1.2,100.6,107.6,-7,110.3,11.3,28,20.1,6.5,2.2,5.5,0.4,0.9,2.9,0.296,1.3,1.9,0.673,0.9,2.4,3.3,1.1,0.4,0.1,1.3,1.5,0.85,34.5,52.7,57.8,6-8,F,Fr,NEC,25-26,26,FORWARD,0,Low-Major,FALSE
3209,Izzy Hart,SOMIS,0.477,0.419,149.3,1.4,10.5,6,13.5,15.2,3.1,1.6,23,-2.3,1.1,96.4,104.8,-8.4,107.6,11.3,29,21,7.9,2.4,7.2,0.333,1.2,4,0.308,1.8,2.1,0.852,0.2,1.8,2,1.5,1.2,0.3,1.5,1.9,1.00,29.2,55.6,64.2,6-3,G,Sr,Sun Belt,25-26,26,GUARD,0,Mid-Major,FALSE
3210,Quintin Cooper,HMPTN,0.426,0.413,112.3,5.6,12.4,8.9,16,10.8,1.5,2.3,28.8,-1.8,0.9,90.9,103.4,-12.5,32.5,11.3,23,8.5,3.7,1.6,4,0.391,0.2,1.1,0.16,0.3,0.6,0.571,0.4,0.8,1.2,0.6,0.2,0.2,0.5,0.9,1.20,15.0,27.5,35.7,6-2,G,Fr,CAA,25-26,26,GUARD,0,Mid-Major,FALSE
3211,Tai Walters-Whitaker,UIC,0.324,0.324,54.4,1.5,10.9,6.1,23.3,15,5.2,3.3,12.5,6.5,0.6,94.1,98.5,-4.4,20.5,11.3,12,6.5,0.9,0.4,1.4,0.294,0.1,0.3,0.25,0,0,0,0.1,0.6,0.7,1,0.6,0.2,0.3,0.3,3.33,0.0,21.4,22.3,6-3,G,Sr,MVC,25-26,26,GUARD,0,High-Major,FALSE
3212,Luca Soroa Schaller,NEU,0.478,0.428,136.2,3.9,18.1,10.6,18.9,23.8,3.2,2.9,20.1,-2,1.1,90.7,112.5,-21.8,127.1,11.3,25,21.7,6.2,2.1,5.5,0.384,0.5,1.8,0.261,1.5,2.1,0.717,0.7,2.9,3.6,2.4,1.2,0.6,2,2.4,1.20,38.2,32.7,48.2,6-6,F,So,CAA,25-26,26,FORWARD,0,Mid-Major,FALSE
3213,Aidan Rubio,EMICH,0.469,0.456,130.7,4.2,11.7,8,9,10.5,2,1.8,17.1,-0.2,1,99.2,107.1,-7.9,60.9,11.3,29,9.9,2.8,1,2.8,0.375,0.4,1.5,0.295,0.2,0.4,0.636,0.3,1,1.3,0.5,0.3,0.2,0.3,0.3,1.67,14.3,53.6,47.1,6-7,GF,Sr,MAC,25-26,26,WING,0,Mid-Major,FALSE
3214,Maleek Arington,SEA,0.464,0.36,137.1,2.7,9.7,6.1,24,21.3,4.1,0.3,10.8,5.1,1.2,107.1,95.6,11.4,212.6,11.3,30,29.2,4.6,1.1,3.7,0.297,0.5,1.4,0.333,1.9,2.6,0.74,0.6,2.2,2.9,4.2,2.1,0.1,1.3,2.3,3.23,70.3,37.8,51.7,6-3,G,Sr,WCC,25-26,26,GUARD,0,High-Major,FALSE
3215,"Jermaine Washington, Jr.",SJSU,0.529,0.52,140.2,1.1,6.5,3.6,17.1,15,1.9,0,20.1,-0.1,1.1,105.6,119.5,-13.9,112,11.3,20,33.8,11.7,4.2,10.3,0.405,2.4,6.2,0.379,1.1,1.7,0.618,0.3,1.5,1.8,2.9,1.1,0,2,2.4,1.45,16.5,60.2,75.8,6-1,G,So,MWC,25-26,26,GUARD,0,High-Major,FALSE
3216,Zaire Hayes,TEXSO,0.562,0.521,166.7,1.9,5.6,3.8,7.3,13.9,1.9,0.7,18.4,-2.5,1.3,107.6,110.5,-3,101.3,11.3,24,27.5,9.8,3.3,7.8,0.428,1.5,3.8,0.385,1.7,2,0.854,0.4,1.3,1.7,1.1,0.9,0.2,1.4,2.3,0.79,25.6,48.7,66.7,6-2,G,Sr,SWC,25-26,26,GUARD,0,Low-Major,FALSE
3217,Najimi George,UNH,0.495,0.464,132,3.4,11.3,7.2,10.4,13,1.4,1.3,21.8,-2,1.2,97,107.1,-10.1,156.9,11.3,28,33.4,11.1,3.9,9.5,0.411,1,3.6,0.28,2.4,3.8,0.629,0.9,2.7,3.6,1.6,0.8,0.4,1.7,1.9,0.94,40.0,37.9,58.3,6-4,G,So,NEC,25-26,26,GUARD,0,Low-Major,FALSE
3218,David Idada,SEMO,0.58,0.586,113,12.1,16.7,14.4,4.6,21.6,0.4,4.5,10.1,-2.5,2,116.2,102.7,13.4,77.8,11.3,29,11,2,0.6,1,0.586,0,0,0,0.9,1.6,0.543,1.1,1.6,2.7,0.3,0.1,0.4,0.5,1.3,0.60,160.0,0.0,41.7,7-0,C,Sr,OVC,25-26,26,BIG,0,Low-Major,FALSE
3219,Myles Walker,UNR,0.444,0.409,166.7,2,9.4,5.7,31.1,22.3,4,0,12,6.8,0.9,105.4,106.2,-0.8,47.3,11.3,25,7.8,1.2,0.4,1.3,0.333,0.2,0.6,0.333,0.2,0.2,1,0.1,0.6,0.7,1.4,0.5,0,0.4,0.6,3.50,15.4,46.2,45.3,5-9,G,Fr,MWC,25-26,26,GUARD,0,High-Major,FALSE
3220,Cian Medley,KENT,0.501,0.435,140.6,0.5,7.1,4,33.2,23.6,2.3,0.3,19.4,3.3,1.2,105.5,108.2,-2.7,214,11.3,27,33,10.6,3,8.6,0.345,1.6,5,0.311,3.1,4.1,0.75,0.1,2.1,2.2,6.6,1.4,0.1,3.3,2.3,2.00,47.7,58.1,71.3,5-11,G,Jr,MAC,25-26,26,GUARD,0,Mid-Major,FALSE
3221,Bowen Hardman,AKR,0.56,0.54,157.4,1,8.8,5.2,1.8,6.1,0.7,0.2,18.8,-1.5,1.2,116.8,109.7,7.1,93.4,11.3,28,17.8,7.4,2.3,6.2,0.37,2.1,5.6,0.378,0.7,0.8,0.826,0.1,1.4,1.5,0.2,0.2,0,0.4,0.6,0.50,12.9,90.3,80.1,6-3,SG,Jr,MAC,25-26,26,GUARD,0,Mid-Major,FALSE
3222,Bendji Pierre,MER,0.461,0.449,121.9,5.1,10.3,7.7,2.7,7.5,2.1,1.3,20.6,-2.1,1,102.2,106.3,-4.1,35,11.3,20,8.9,3.4,1.2,3.4,0.353,0.7,2.3,0.283,0.4,0.6,0.583,0.4,0.8,1.2,0.2,0.4,0.1,0.3,0.4,0.67,17.6,67.6,52.5,6-8,F,Sr,SoCon,25-26,26,FORWARD,0,Low-Major,FALSE
3223,Antonio Chol,UNM,0.55,0.542,143.6,2.5,10.8,6.8,5.5,8.2,0.4,3.1,16.6,-0.6,1.2,111.6,104.2,7.5,145.5,11.3,28,26.1,8.8,3.2,7.6,0.418,1.9,5.4,0.351,0.6,0.9,0.667,0.5,2.4,2.9,0.8,0.2,0.6,0.7,1.6,1.14,11.8,71.1,73.5,6-9,F,Jr,MWC,25-26,26,FORWARD,0,High-Major,FALSE
3224,Cade Pendleton,UCSD,0.422,0.413,124.1,6.5,16,11.4,12.4,2.1,0.8,3,16.2,4.2,0.9,107.6,102.3,5.3,37.6,11.3,19,7.9,2.1,0.7,2.4,0.304,0.5,1.9,0.27,0.1,0.2,0.667,0.4,1.1,1.5,0.6,0.1,0.2,0.1,0.7,6.00,8.3,79.2,50.4,6-10,C,Jr,BWC,25-26,26,BIG,0,Mid-Major,FALSE
3225,Eddie Placer,WAGNR,0.541,0.52,155.3,2.1,9.8,6,9.4,11.3,1.2,0.3,18,-0.8,1.2,110.9,109.4,1.4,124.5,11.3,26,27.2,9.1,3.1,7.8,0.399,1.9,4.8,0.389,1,1.3,0.765,0.5,2.2,2.6,1.3,0.5,0.1,1.1,1.8,1.18,16.7,61.5,71.2,6-5,F,Jr,NEC,25-26,26,FORWARD,0,Low-Major,FALSE
3226,Hudson Greer,CREI,0.552,0.546,145.1,3.3,16.4,9.9,6.5,17.9,2.1,1.7,19.6,-4.7,1.2,94.8,111,-16.2,46.5,11.2,17,13.1,4.5,1.6,3.8,0.431,0.9,2.2,0.395,0.3,0.5,0.625,0.4,1.8,2.2,0.4,0.5,0.2,0.9,1.3,0.44,13.2,57.9,56.4,6-6,GF,Fr,Big East,25-26,26,WING,0,Power 5,FALSE
3227,Tony Williams,FAIR,0.476,0.46,134.8,2.2,7.5,4.7,16.9,12.2,2.5,0,18.4,1.9,1,105.3,108.4,-3.2,97.5,11.2,28,18.8,5.9,2.1,5.8,0.37,1,3.5,0.296,0.5,0.8,0.682,0.4,1.1,1.5,1.8,0.8,0,0.9,1.4,2.00,13.8,60.3,58.8,6-1,G,Fr,MAAC,25-26,26,GUARD,0,Low-Major,FALSE
3228,Jaylin Stewart,UConn,0.539,0.529,139.5,4.8,14.9,10,10.7,16.4,1.8,2.1,14.6,-0.2,1.2,108.3,99,9.4,111.1,11.2,28,17.6,4.5,1.7,3.8,0.448,0.6,1.8,0.347,0.5,0.9,0.6,0.6,2.1,2.8,1.2,0.5,0.3,0.8,1.6,1.50,23.7,47.4,52.0,6-7,F,Jr,Big East,25-26,26,FORWARD,0,Power 5,FALSE
3229,"Donald Hand, Jr.",BOS,0.453,0.386,127.7,2.2,15.5,8.8,9.3,10.6,0.9,0.4,27.2,-2.8,1.1,93.2,103.3,-10.1,137.4,11.2,24,33.2,13.8,4.1,12.3,0.336,1.3,5.5,0.233,4.3,6,0.713,0.6,4.3,5,1.4,0.5,0.1,1.8,1.4,0.78,48.8,44.7,67.9,6-5,GF,Jr,ACC,25-26,26,WING,0,Power 5,FALSE
3230,Deywilk Tavarez,L-IL,0.5,0.467,156.1,1.6,11.7,6.5,16.2,13.1,1.4,0.4,25.5,-1.8,1.1,99.4,118.5,-19.1,109.5,11.2,28,21.7,9.2,3,8.6,0.346,2.1,6.5,0.32,1.2,1.4,0.895,0.3,2,2.3,1.5,0.5,0.1,1.4,1.7,1.07,16.3,75.6,79.9,6-2,G,Jr,A-10,25-26,26,GUARD,0,High-Major,FALSE
3231,Elijah Hulsewe,UCF,0.825,1,166.7,15.9,25.7,20.8,3.5,29.2,1.4,2.8,4.1,-0.8,4,155.8,107.8,48.1,11.1,11.2,11,3.6,0.4,0.1,0.1,1,0,0,0,0.2,0.3,0.667,0.5,0.7,1.2,0.1,0.1,0.1,0.1,0.7,1.00,300.0,0.0,65.5,7-0,C,Jr,B12,25-26,26,BIG,0,Power 5,FALSE
3232,D'Arrae Goodwin,SAND,0.547,0.536,142.9,6.7,15.8,11.1,10,15.4,0.8,2.6,17.4,-1.8,1.2,105.6,111.3,-5.7,46.6,11.2,14,14.6,4.7,1.7,4,0.429,0.9,2.6,0.333,0.4,0.6,0.667,0.8,1.7,2.5,0.8,0.2,0.4,0.8,1.6,1.00,15.0,65.0,58.4,6-5,GF,Fr,WCC,25-26,26,WING,0,High-Major,FALSE
3233,Hunter Harding,INDST,0.832,0.885,170.3,0,17.9,9.4,12.9,32.7,2.5,2.3,11.8,-2.5,1.8,108,101,7,20.6,11.2,15,6.3,1.6,0.7,0.9,0.769,0.2,0.3,0.6,0.1,0.2,0.333,0,0.9,0.9,0.5,0.3,0.1,0.5,1.2,1.00,22.2,33.3,56.2,7-1,C,So,MVC,25-26,26,BIG,0,High-Major,FALSE
3234,Nate Heise,IWAST,0.548,0.532,147.4,4.1,16.1,10.3,9.4,11.8,1.8,0.5,11,1.6,1.2,120.6,97.2,23.4,165.6,11.2,28,24.9,5.3,2,4.5,0.44,0.8,2.6,0.319,0.5,0.8,0.714,0.8,3.2,4,1.6,0.8,0.1,0.6,1.5,2.67,17.8,57.8,57.7,6-5,G,Sr,B12,25-26,26,GUARD,0,Power 5,FALSE
3235,Tyler Mack,ALAST,0.515,0.514,120.6,3.8,15.5,9.3,7.2,11,2.1,0,16.3,-1.2,1.1,104.7,101.7,3.1,57.8,11.2,12,22.3,6.9,2.3,6.1,0.384,1.6,4.9,0.322,0.7,1.3,0.5,0.8,2.7,3.4,0.8,0.8,0,0.8,1.3,1.00,21.3,80.3,69.8,6-5,G,Sr,SWC,25-26,26,GUARD,0,Low-Major,FALSE
3236,Trey Parker,SETON,0.446,0.39,135.1,5.2,16.2,10.6,17.5,20.2,3.3,2.4,19.3,-1.4,1,92,95.6,-3.5,97.1,11.2,28,15.9,4.3,1.5,4.2,0.356,0.3,1.5,0.195,1,1.3,0.8,0.7,2,2.7,1.5,0.9,0.3,1.2,1.7,1.25,31.0,35.7,44.4,6-1,G,So,Big East,25-26,26,GUARD,0,Power 5,FALSE
3237,Aidan Haskins,HMPTN,0.524,0.524,78.5,3.6,12.3,7.8,10.8,5.7,0.8,0.4,14.9,2,1,117.8,107.7,10.1,61,11.2,25,12,3.4,1.2,3.3,0.378,1,2.4,0.407,0,0,0,0.4,1.1,1.5,0.6,0.2,0,0.2,0.8,3.00,0.0,72.7,51.4,6-8,F,Fr,CAA,25-26,26,FORWARD,0,Mid-Major,FALSE
3238,Addarin Scott,UMKC,0.526,0.5,111.8,12.7,14.9,13.8,7.1,19.6,1,3.7,17.3,-4.4,1.3,101.3,115.1,-13.8,66.8,11.2,26,12.5,3.8,1.5,3,0.5,0,0,0,0.8,1.3,0.618,1.4,1.5,2.9,0.5,0.2,0.5,0.9,2.6,0.56,43.3,0.0,28.9,6-8,F,Sr,Summit,25-26,26,FORWARD,0,Low-Major,FALSE
3239,"Trey Williams, Jr.",MZZST,0.524,0.498,145.8,2.2,5.3,3.7,18,13.6,1.8,0.9,16.7,1.9,1.2,110.4,111,-0.6,151.4,11.2,27,29.1,8.7,2.8,7.4,0.375,1.8,4.9,0.368,1.3,1.8,0.714,0.5,1.1,1.7,2.8,0.9,0.2,1.3,1.6,2.15,24.3,66.2,71.5,6-3,G,Fr,C-USA,25-26,26,GUARD,0,Mid-Major,FALSE
3240,Anthony Holden,STONE,0.578,0.571,151.6,4.4,7.3,5.9,9.2,9.3,1.2,0.8,11.5,1.2,1.2,121.5,105.7,15.8,30.1,11.2,16,9,2.1,0.8,1.8,0.429,0.5,1.2,0.421,0.1,0.2,0.667,0.3,0.6,0.9,0.4,0.2,0.1,0.2,0.2,2.00,11.1,66.7,54.5,6-5,G,Sr,NEC,25-26,26,GUARD,0,Low-Major,FALSE
3241,Josh Reaves,HOF,0.514,0.487,151.5,7.3,18.5,13.3,1.7,6.7,1.2,1.2,11.8,-0.9,1.1,120.2,95.4,24.8,46,11.2,19,10.1,2.3,0.7,2.1,0.359,0.5,1.6,0.323,0.3,0.3,0.833,0.6,1.7,2.3,0.1,0.2,0.1,0.2,0.6,0.50,14.3,76.2,55.3,6-3,F,Sr,CAA,25-26,26,FORWARD,0,Mid-Major,FALSE
3242,Christian Meeks,MORST,0.595,0.567,142.8,10.8,14.8,12.7,5.5,17.9,1.6,1,10.8,-1.9,1.6,118.7,109.5,9.3,165.9,11.2,25,28.8,6.2,2.2,4,0.566,0.1,0.4,0.222,1.6,2.6,0.641,2.5,3.3,5.8,0.8,0.8,0.3,1.1,3.4,0.73,65.0,10.0,42.8,6-6,F,Jr,MEAC,25-26,26,FORWARD,0,Low-Major,FALSE
3243,Omaha Biliew,WF,0.579,0.547,152,5.8,8.5,7.1,3.9,11.7,1.8,1.4,15.7,-2.2,1.4,115.9,112.2,3.7,90.9,11.2,27,19,6.1,2,4.4,0.45,1,2.7,0.356,1.1,1.6,0.721,0.9,1.3,2.1,0.4,0.6,0.2,0.7,2.6,0.57,36.4,61.4,62.7,6-8,F,Jr,ACC,25-26,26,FORWARD,0,Power 5,FALSE
3244,Quaran McPherson,UAB,0.529,0.478,141.8,3.4,12.5,7.8,8.9,21.3,2.7,0.5,21.6,-5.9,1.3,94.2,101.6,-7.4,43,11.2,23,9.8,3.7,1.2,2.9,0.418,0.3,1.3,0.267,1,1.3,0.733,0.3,1,1.3,0.5,0.5,0,1,0.7,0.50,44.8,44.8,50.2,6-4,G,Sr,AAC,25-26,26,GUARD,0,High-Major,FALSE
3245,Jack Payne,IDAHO,0.497,0.472,149.2,5.2,19.1,12.1,10.3,13.9,1.3,1.7,16.8,-0.8,1.1,103.9,104.3,-0.4,140.9,11.2,26,22.9,6.6,2.3,6.2,0.377,1.2,4.1,0.29,0.7,0.9,0.826,1,3.5,4.5,1.3,0.5,0.3,1.1,1.9,1.18,14.5,66.1,64.8,6-6,GF,Jr,BSKY,25-26,26,WING,0,Low-Major,FALSE
3246,Xavier Hall,INDST,0.523,0.487,143.1,1.9,7.5,4.7,27.1,18.2,1.5,0,16.9,4.1,1.2,107.1,109.9,-2.9,186.3,11.2,30,27.9,7.8,2.9,6.6,0.434,0.7,2.8,0.247,1.4,1.9,0.75,0.4,1.7,2.1,4.2,0.7,0,1.7,1.9,2.47,28.8,42.4,55.2,6-0,PG,Sr,MVC,25-26,26,GUARD,0,High-Major,FALSE
3247,Graydon Lemke,BLMNT,0.458,0.458,66.7,0,24.6,13.6,6.9,7.7,0,5.9,29.2,-1.5,0.9,92.2,93.1,-0.9,5.3,11.2,11,1.7,1,0.4,1,0.364,0.3,0.7,0.375,0,0,0,0,0.4,0.4,0.1,0,0,0.1,0.3,1.00,0.0,70.0,39.4,6-10,C,Fr,MVC,25-26,26,BIG,0,High-Major,FALSE
3248,Cooper Koch,IOWA,0.549,0.528,152.3,5,12.5,8.8,6.9,8.1,1.5,0.7,13.8,0.7,1.2,118.8,105.2,13.6,140.5,11.2,28,26.8,6.7,2.3,5.6,0.411,1.3,3.9,0.343,0.7,0.9,0.769,0.9,2.3,3.1,1.1,0.6,0.1,0.5,2,2.20,16.1,69.6,67.0,6-8,F,Fr,B10,25-26,26,FORWARD,0,Power 5,FALSE
3249,Zion Bethea,DESU,0.44,0.412,130.6,2.1,19.4,10.1,11,12.4,2.9,0.9,25.2,-3.1,1,86.1,102.9,-16.8,78,11.2,24,16.7,6.2,2.2,6.4,0.34,0.9,3.2,0.289,1,1.4,0.676,0.3,2.3,2.6,0.8,0.8,0.1,1,0.8,0.80,21.9,50.0,55.1,6-4,G,Sr,MEAC,25-26,26,GUARD,0,Low-Major,FALSE
3250,Brandon McCreesh,BUCK,0.538,0.529,141.2,4,9.9,7,13,9.9,1,2.4,14.4,1.3,1.2,111.7,115.1,-3.4,47.3,11.2,8,27.6,7.4,2.6,6.4,0.412,1.5,4,0.375,0.6,1,0.625,0.9,2.3,3.1,1.6,0.5,0.5,0.8,1.5,2.00,15.6,62.5,65.4,6-4,G,Jr,Patriot,25-26,26,GUARD,0,Low-Major,FALSE
3251,Hassan Perkins,COPST,0.538,0.489,151.2,1.4,7.2,4.2,28.1,19.4,1.6,0.2,16.9,2.3,1.3,106,119.3,-13.3,128.9,11.2,28,22.4,6.5,2,5,0.397,0.9,2.5,0.377,1.6,2.2,0.738,0.3,1.2,1.5,3,0.6,0,1.5,1.4,2.00,44.0,50.0,60.0,6-0,G,Sr,MEAC,25-26,26,GUARD,0,Low-Major,FALSE
3252,William Humer,NOCOL,0.392,0.409,69.7,18,24.5,21.4,15.9,25.8,2.6,2.4,17.6,-1.6,0.8,97.8,89.2,8.6,13.6,11.1,5,8.8,1.8,0.8,2.2,0.364,0.2,0.6,0.333,0,0.2,0,1.2,1.8,3,1,0.4,0.2,0.8,1.4,1.25,9.1,27.3,30.0,6-10,C,Sr,BSKY,25-26,26,BIG,0,Low-Major,FALSE
3253,Demarion Burch,BRDLY,0.483,0.467,131.2,3.2,8.8,5.9,8.3,9.3,1.5,1.1,22.5,-1.3,1.1,99.6,109.6,-10,90.4,11.1,25,23.7,9,3.4,8.4,0.407,1,3.1,0.321,1.2,2.1,0.585,0.6,1.6,2.2,1,0.6,0.2,1,2.1,1.00,25.0,36.9,54.3,6-4,G,Jr,MVC,25-26,26,GUARD,0,High-Major,FALSE
3254,Justin Thomas,BGSU,0.534,0.505,143.1,1.8,15,8.4,16.2,22.2,2.8,2.2,11.2,1.8,1.2,105.7,99.6,6,171.4,11.1,27,25.2,4.9,1.7,3.9,0.448,0.4,1.4,0.308,0.9,1.4,0.676,0.4,3,3.4,2.7,1.3,0.4,1.3,1.6,2.08,35.9,35.9,49.1,6-7,F,Sr,MAC,25-26,26,FORWARD,0,Mid-Major,FALSE
3255,Troy Henderson,TENN,0.474,0.479,66.7,2.1,5,3.6,23.8,12.6,3.5,0,14.6,6.1,1,120.1,98.5,21.6,39.6,11.1,22,8.3,2.1,0.7,2.2,0.333,0.6,1.9,0.333,0,0,0,0.1,0.4,0.5,1.2,0.5,0,0.3,0.9,4.00,0.0,86.4,47.4,6-1,G,Fr,SEC,25-26,26,GUARD,0,Power 5,FALSE
3256,Robert Jennings II,OKST,0.505,0.5,144.4,8.5,22.9,16.1,0,21.6,4,3.2,15.4,-7.2,1.2,92.4,78,14.4,10.5,11.1,3,12.7,3.7,1.3,3,0.444,0.3,0.7,0.5,0.7,1.3,0.5,1,3,4,0,1,0.3,1,2,0.00,43.3,23.3,46.5,6-7,F,Sr,B12,25-26,26,FORWARD,0,Power 5,FALSE
